pmid,paragraph,abstract,label,registry,trn
33154570,3,"Median OS in the RAS wild-type population was 31 vs 26 months in the cetuximab and bevacizumab groups, respectively (HR 0.76, P = 0.012). In the per-protocol population, outcomes favoured cetuximab for ORR (77% vs 65%, P = 0.014) and median OS (33 vs 26 months, HR 0.75, P = 0.011), while PFS was comparable between groups. The advantage of cetuximab over bevacizumab occurred only in patients with left-sided primary tumours.",RESULTS,NA,NA
33154570,4,FOLFIRI plus cetuximab resulted in a significantly higher ORR and longer OS compared to FOLFIRI plus bevacizumab among patients with left-sided tumours. The superior response associated with cetuximab may particularly benefit patients with symptomatic tumours or borderline-resectable metastases. CLINICALTRIALS.,CONCLUSIONS,NA,NA
33154570,5,NCT00433927.,GOV IDENTIFIER,ClinicalTrials.gov,NCT00433927
33155541,1,To explore the mode of action (MoA) by which sugammadex interferes with coagulation.,OBJECTIVE,NA,NA
33155541,2,"The effect of sugammadex on various steps in the coagulation cascade including thrombin generation, factor Xa activity, and factor Xa generation was explored in human plasma.",MATERIALS AND METHODS,NA,NA
33155541,3,"Sugammadex did not affect a conventional thrombin generation test (TGT), while it prolongs activated partial thromboplastin time (APTT) and prothrombin time (PT). However, a customized TGT with PT reagent revealed sugammadex effects. In addition, sugammadex prolonged a one-step prothrombinase-induced clotting time (PiCT) using human factor Xa. Furthermore, sugammadex interfered with factor Xa generation induced by an intrinsic and not by an extrinsic activator, nor by Russell's viper venom factor X (RVV-X).",RESULTS,NA,NA
33155541,4,"Adapted, rather than standard, experiments show that sugammadex is likely to decrease factor Xa activity in the common pathway and activation of factor X specifically in the intrinsic pathway.",CONCLUSION,NA,NA
33158188,1,"Human milk is the optimal diet for infant development, but infant milk formula (IMF) must be available as an alternative. To develop high-quality IMF, bovine milk processing is required to ensure microbial safety and to obtain a protein composition that mimics human milk. However, processing can impact the quality of milk proteins, which can influence gastro-intestinal (GI) tolerance by changing digestion, transit time and/or absorption. The aim of this study was to evaluate the impact of structural changes of proteins due to thermal processing on gastro-intestinal tolerance in the immature GI tract. Preterm and near-term piglets received enteral nutrition based on whey protein concentrate (WPC) either mildly pasteurized (MP-WPC) or extensively heated (EH-WPC). Clinical symptoms, transit time and gastric residuals were evaluated. In addition, protein coagulation and protein composition of coagulates formed during in vitro digestion were analyzed in more detail. Characterization of MP-WPC and EH-WPC revealed that mild pasteurization maintained protein nativity and reduced aggregation of β-lactoglobulin and α-lactalbumin, relative to EH-WPC. Mild pasteurization reduced the formation of coagulates during digestion, resulting in reduced gastric residual volume and increased intestinal tract content. In addition, preterm piglets receiving MP-WPC showed reduced mucosal bacterial adherence in the proximal small intestine. Finally, in vitro digestion studies revealed less protein coagulation and lower levels of β-lactoglobulin and α-lactalbumin in the coagulates of MP-WPC compared with EH-WPC. In conclusion, minimal heat treatment of WPC compared with extensive heating promoted GI tolerance in immature piglets, implying that minimal heated WPC could improve the GI tolerance of milk formulas in infants.",NA,NA,NA
33186354,1,"Colorectal cancer (CRC) incidence is increasing among young adults below screening age, despite the effectiveness of screening in older populations. Individuals with diabetes mellitus are at increased risk of early-onset CRC. We aimed to determine how many years earlier than the general population patients with diabetes with/without family history of CRC reach the threshold risk at which CRC screening is recommended to the general population.",BACKGROUND,NA,NA
33186354,2,"A nationwide cohort study (follow-up:1964-2015) involving all Swedish residents born after 1931 and their parents was carried out using record linkage of Swedish Population Register, Cancer Registry, National Patient Register, and Multi-Generation Register. Of 12,614,256 individuals who were followed between 1964 and 2015 (51% men; age range at baseline 0-107 years), 162,226 developed CRC, and 559,375 developed diabetes. Age-specific 10-year cumulative risk curves were used to draw conclusions about how many years earlier patients with diabetes reach the 10-year cumulative risks of CRC in 50-year-old men and women (most common age of first screening), which were 0.44% and 0.41%, respectively. Diabetic patients attained the screening level of CRC risk earlier than the general Swedish population. Men with diabetes reached 0.44% risk at age 45 (5 years earlier than the recommended age of screening). In women with diabetes, the risk advancement was 4 years. Risk was more pronounced for those with additional family history of CRC (12-21 years earlier depending on sex and benchmark starting age of screening). The study limitations include lack of detailed information on diabetes type, lifestyle factors, and colonoscopy data.",METHODS AND FINDINGS,NA,NA
33186354,3,"Using high-quality registers, this study is, to our knowledge, the first one that provides novel evidence-based information for risk-adapted starting ages of CRC screening for patients with diabetes, who are at higher risk of early-onset CRC than the general population.",CONCLUSIONS,NA,NA
33198768,1,"Observational studies have investigated the association of risk factors with breast cancer prognosis. However, the results have been conflicting and it has been challenging to establish causality due to potential residual confounding. Using a Mendelian randomisation (MR) approach, we aimed to examine the potential causal association between breast cancer-specific survival and nine established risk factors for breast cancer: alcohol consumption, body mass index, height, physical activity, mammographic density, age at menarche or menopause, smoking, and type 2 diabetes mellitus (T2DM).",BACKGROUND,NA,NA
33198768,2,"We conducted a two-sample MR analysis on data from the Breast Cancer Association Consortium (BCAC) and risk factor summary estimates from the GWAS Catalog. The BCAC data included 86,627 female patients of European ancestry with 7054 breast cancer-specific deaths during 15 years of follow-up. Of these, 59,378 were estrogen receptor (ER)-positive and 13,692 were ER-negative breast cancer patients. For the significant association, we used sensitivity analyses and a multivariable MR model. All risk factor associations were also examined in a model adjusted by other prognostic factors.",METHODS,NA,NA
33198768,3,"Increased genetic liability to T2DM was significantly associated with worse breast cancer-specific survival (hazard ratio [HR] = 1.10, 95% confidence interval [CI] = 1.03-1.17, P value [P] = 0.003). There were no significant associations after multiple testing correction for any of the risk factors in the ER-status subtypes. For the reported significant association with T2DM, the sensitivity analyses did not show evidence for violation of the MR assumptions nor that the association was due to increased BMI. The association remained significant when adjusting by other prognostic factors.",RESULTS,NA,NA
33198768,4,This extensive MR analysis suggests that T2DM may be causally associated with worse breast cancer-specific survival and therefore that treating T2DM may improve prognosis.,CONCLUSIONS,NA,NA
33201520,1,"To investigate the safety, tolerability, pharmacokinetics and pharmacodynamics of the highly selective oral p38alpha/beta mitogen-activated protein (MAP) kinase inhibitor Org 48,775-0 in a first-in-human study.",AIM,NA,NA
33201520,2,"In the single ascending dosing (SAD) study, an oral dose of Org 48,775-0 (0.3-600 mg) was evaluated in healthy males. In the multiple ascending dosing (MAD) study, levels of 30, 70 and 150 mg were dosed for six consecutive days, twice daily. Both studies were performed in a double-blind, randomized, placebo-controlled, cross-over fashion and evaluated pharmacokinetics, pharmacodynamics (ex vivo inhibition of lipopolysaccharide [LPS]-induced tumor necrosis factor (TNFα) release) and routine clinical and laboratory data. Pharmacokinetic and pharmacodynamic parameters of Org 48,775-0 were compared between healthy males and postmenopausal females, and the effect of a standardized fat meal was evaluated.",METHODS,NA,NA
33201520,3,"All adverse events observed in the SAD (16; dizziness and headache, diarrhoea and catheter-related phlebitis) and MAD (43; mainly somnolence, dizziness, headache and nasopharyngitis) cohorts were mild, transient and completely reversible. Pharmacokinetics were linear up to single doses of 400 mg. Median Tmax ranged from 0.5 to 1.8 hours, geometric mean for T1/2 from 7.0 to 14.4 hours. Org 48,775-0 doses equal to and greater than 30 mg significantly inhibited LPS-induced TNFα release (42.3%; 95% CI = -65.2, -4.3) compared to placebo. In the MAD study, Org 48,775-0 treatment inhibited LPS-induced TNFα release during the entire steady-state period. Levels of inhibition amounted 30-75% for 30 mg, 53-80% for 70 mg and 77-92% for 150 mg Org 48,775-0.",RESULTS,NA,NA
33201520,4,"Org 48,775-0 has the capacity to significantly inhibit MAP kinase activity in humans without safety concerns.",CONCLUSION,NA,NA
33239628,1,"Targeting a specific chemokine/receptor axis in atherosclerosis remains challenging. Soluble receptor-based strategies are not established for chemokine receptors due to their discontinuous architecture. Macrophage migration-inhibitory factor (MIF) is an atypical chemokine that promotes atherosclerosis through CXC-motif chemokine receptor-4 (CXCR4). However, CXCR4/CXCL12 interactions also mediate atheroprotection. Here, we show that constrained 31-residue-peptides ('msR4Ms') designed to mimic the CXCR4-binding site to MIF, selectively bind MIF with nanomolar affinity and block MIF/CXCR4 without affecting CXCL12/CXCR4. We identify msR4M-L1, which blocks MIF- but not CXCL12-elicited CXCR4 vascular cell activities. Its potency compares well with established MIF inhibitors, whereas msR4M-L1 does not interfere with cardioprotective MIF/CD74 signaling. In vivo-administered msR4M-L1 enriches in atherosclerotic plaques, blocks arterial leukocyte adhesion, and inhibits atherosclerosis and inflammation in hyperlipidemic Apoe-/- mice in vivo. Finally, msR4M-L1 binds to MIF in plaques from human carotid-endarterectomy specimens. Together, we establish an engineered GPCR-ectodomain-based mimicry principle that differentiates between disease-exacerbating and -protective pathways and chemokine-selectively interferes with atherosclerosis.",NA,NA,NA
33246024,1,"It is unknown whether initiating renin-angiotensin system (RAS) inhibitor therapy in patients with advanced chronic kidney disease (CKD) is superior to alternative antihypertensive agents such as calcium channel blockers (CCBs). We compared the risks for kidney replacement therapy (KRT), mortality, and major adverse cardiovascular events (MACE) in patients with advanced CKD in routine nephrology practice who were initiating either RAS inhibitor or CCB therapy.",RATIONALE & OBJECTIVE,NA,NA
33246024,2,"Observational study in the Swedish Renal Registry, 2007 to 2017.",STUDY DESIGN,NA,NA
33246024,3,"2,458 new users of RAS inhibitors and 2,345 CCB users with estimated glomerular filtration rates<30mL/min/1.73m2 (CKD G4-G5 without KRT) who were being followed up by a nephrologist. As a positive control cohort, new users of the same drugs with CKD G3 (estimated glomerular filtration rate, 30-60mL/min/1.73m2) were evaluated.",SETTINGS & PARTICIPANTS,NA,NA
33246024,4,RAS inhibitor versus CCB therapy initiation.,EXPOSURES,NA,NA
33246024,5,"Initiation of KRT (maintenance dialysis or transplantation), all-cause mortality, and MACE (composite of cardiovascular death, myocardial infarction, or stroke).",OUTCOME,NA,NA
33246024,6,"HRs with 95% CIs were estimated using propensity score-weighted Cox proportional hazards regression adjusting for demographic, clinical, and laboratory covariates.",ANALYTICAL APPROACH,NA,NA
33246024,7,"Median age was 74 years, 38% were women, and median follow-up was 4.1 years. After propensity score weighting, there was significantly lower risk for KRT after new use of RAS inhibitors compared with new use of CCBs (adjusted HR, 0.79 [95% CI, 0.69-0.89]) but similar risks for mortality (adjusted HR, 0.97 [95% CI, 0.88-1.07]) and MACE (adjusted HR, 1.00 [95% CI, 0.88-1.15]). Results were consistent across subgroups and in as-treated analyses. The positive control cohort of patients with CKD G3 showed similar KRT risk reduction (adjusted HR, 0.67 [95% CI, 0.56-0.80]) with RAS inhibitor therapy compared with CCBs.",RESULTS,NA,NA
33246024,8,Potential confounding by indication.,LIMITATIONS,NA,NA
33246024,9,"Our findings provide evidence from real-world clinical practice that initiation of RAS inhibitor therapy compared with CCBs may confer kidney benefits among patients with advanced CKD, with similar cardiovascular protection.",CONCLUSIONS,NA,NA
33249212,1,"Unilateral damage to the inner ear results in an acute vestibular syndrome, which is compensated within days to weeks due to adaptive cerebral plasticity. This process, called central vestibular compensation (VC), involves a wide range of functional and structural mechanisms at the cellular and network level. The short-term dynamics of whole-brain functional network recruitment and recalibration during VC has not been depicted in vivo. The purpose of this study was to investigate the interplay of separate and distinct brain regions and in vivo networks in the course of VC by sequential [18F]-FDG-PET-based statistical and graph theoretical analysis with the aim of revealing the metabolic connectome before and 1, 3, 7, and 15 days post unilateral labyrinthectomy (UL) in the rat. Temporal changes in metabolic brain connectivity were determined by Pearson's correlation (|r| > 0.5, p < 0.001) of regional cerebral glucose metabolism (rCGM) in 57 segmented brain regions. Metabolic connectivity analysis was compared to univariate voxel-wise statistical analysis of rCGM over time and to behavioral scores of static and dynamic sensorimotor recovery. Univariate statistical analysis revealed an ipsilesional relative rCGM decrease (compared to baseline) and a contralesional rCGM increase in vestibular and limbic networks and an increase in bilateral cerebellar and sensorimotor networks. Quantitative analysis of the metabolic connections showed a maximal increase from baseline to day 3 post UL (interhemispheric: 2-fold, ipsilesional: 3-fold, contralesional: 12-fold) and a gradual decline until day 15 post UL, which paralleled the dynamics of vestibular symptoms. In graph theoretical analysis, an increase in connectivity occurred especially within brain regions associated with brainstem-cerebellar and thalamocortical vestibular networks and cortical sensorimotor networks. At the symptom peak (day 3 post UL), brain networks were found to be organized in large ensembles of distinct and highly connected hubs of brain regions, which separated again with progressing VC. Thus, we found rapid changes in network organization at the subcortical and cortical level and in both hemispheres, which may indicate an initial functional substitution of vestibular loss and subsequent recalibration and reorganization of sensorimotor networks during VC.",NA,NA,NA
33291582,1,"(1) Background: To estimate the cumulative exposure to respirable crystalline silica (RCS) that reduces lung function to an extent corresponding with airway obstruction equivalent to chronic obstructive pulmonary disease (COPD). (2) Methods: The study is based on a miners' cohort with longitudinal data on lung function and RCS exposure. Random-effects linear regression models, allowing for a possible threshold concerning the exposure concentration were used to analyze the impact of RCS on the ratio of forced expiratory volume in 1 s and forced vital capacity (FEV1/FVC). The proposed threshold is the amount of RCS resulting in a decrease in FEV1/FVC from the expected value to the lower limit of normal. (3) Results: The analysis shows that a threshold model fits the data significantly better than the usual linear model. The estimated threshold value for the exposure concentration is 0.089 mg/m3. Using this threshold, the estimate for the corresponding reference dose for RCS is 2.33 mg/m3·y. (4) Conclusions: The analysis confirmed that RCS has a negative impact on lung function. The effect is primarily due to exposure above a concentration threshold of 0.1 mg/m3. It is recommended that COPD should be compensated as an occupational disease if cumulative exposure was at least 2 mg/m3·y above this threshold.",NA,NA,NA
33293355,1,"Adenoviral vectors emerged as important platforms for cancer immunotherapy. Vaccination with adenoviral vectors is promising in this respect, however, their specific mechanisms of action are not fully understood. Here, we assessed the development and maintenance of vaccine-induced tumor-specific CD8+ T cells elicited upon immunization with adenoviral vectors.",BACKGROUND,NA,NA
33293355,2,"Adenoviral vaccine vectors encoding the full-length E7 protein from human papilloma virus (HPV) or the immunodominant epitope from E7 were generated, and mice were immunized intravenously with different quantities (107, 108 or 109 infectious units). The magnitude, kinetics and tumor protection capacity of the induced vaccine-specific T cell responses were evaluated.",METHODS,NA,NA
33293355,3,"The adenoviral vaccines elicited inflationary E7-specific memory CD8+ T cell responses in a dose-dependent manner. The magnitude of these vaccine-specific CD8+ T cells in the circulation related to the development of E7-specific CD8+ tissue-resident memory T (TRM) cells, which were maintained for months in multiple tissues after vaccination. The vaccine-specific CD8+ T cell responses conferred long-term protection against HPV-induced carcinomas in the skin and liver, and this protection required the induction and accumulation of CD8+ TRM cells. Moreover, the formation of CD8+ TRM cells could be enhanced by temporal targeting CD80/CD86 costimulatory interactions via CTLA-4 blockade early after immunization.",RESULTS,NA,NA
33293355,4,"Together, these data show that adenoviral vector-induced CD8+ T cell inflation promotes protective TRM cell populations, and this can be enhanced by targeting CTLA-4.",CONCLUSIONS,NA,NA
33372009,1,It is unknown whether stopping renin-angiotensin system (RAS) inhibitor therapy in patients with advanced CKD affects outcomes.,BACKGROUND,NA,NA
33372009,2,"We studied patients referred to nephrologist care, listed on the Swedish Renal Registry during 2007-2017, who developed advanced CKD (eGFR<30 ml/min per 1.73 m2) while on RAS inhibitor therapy. Using target trial emulation techniques on the basis of cloning, censoring, and weighting, we compared the risks of stopping within 6 months and remaining off treatment versus continuing RAS inhibitor therapy. These included risks of subsequent 5-year all-cause mortality, major adverse cardiovascular events, and initiation of kidney replacement therapy (KRT).",METHODS,NA,NA
33372009,3,"Of 10,254 prevalent RAS inhibitor users (median age 72 years, 36% female) with new-onset eGFR <30 ml/min per 1.73 m2, 1553 (15%) stopped RAS inhibitor therapy within 6 months. Median eGFR was 23 ml/min per 1.73 m2. Compared with continuing RAS inhibition, stopping this therapy was associated with a higher absolute 5-year risk of death (40.9% versus 54.5%) and major adverse cardiovascular events (47.6% versus 59.5%), but with a lower risk of KRT (36.1% versus 27.9%); these corresponded to absolute risk differences of 13.6 events per 100 patients, 11.9 events per 100 patients, and -8.3 events per 100 patients, respectively. Results were consistent whether patients stopped RAS inhibition at higher or lower eGFR, across prespecified subgroups, after adjustment and stratification for albuminuria and potassium, and when modeling RAS inhibition as a time-dependent exposure using a marginal structural model.",RESULTS,NA,NA
33372009,4,"In this nationwide observational study of people with advanced CKD, stopping RAS inhibition was associated with higher absolute risks of mortality and major adverse cardiovascular events, but also with a lower absolute risk of initiating KRT.",CONCLUSIONS,NA,NA
33458613,1,"Factors that govern the complex formation of memory T cells are not completely understood. A better understanding of the development of memory T cell heterogeneity is however required to enhance vaccination and immunotherapy approaches. Here we examined the impact of pathogen- and tissue-specific cues on memory CD8+ T cell heterogeneity using high-dimensional single-cell mass cytometry and a tailored bioinformatics pipeline. We identified distinct populations of pathogen-specific CD8+ T cells that uniquely connected to a specific pathogen or associated to multiple types of acute and persistent infections. In addition, the tissue environment shaped the memory CD8+ T cell heterogeneity, albeit to a lesser extent than infection. The programming of memory CD8+ T cell differentiation during acute infection is eventually superseded by persistent infection. Thus, the plethora of distinct memory CD8+ T cell subsets that arise upon infection is dominantly sculpted by the pathogen-specific cues and further shaped by the tissue environment.",NA,NA,NA
33467606,1,"Tissue-resident memory T (TRM) cells mediate potent local innate and adaptive immune responses and provide long-lasting protective immunity. TRM cells localize to many different tissues, including barrier tissues, and play a crucial role in protection against infectious and malignant disease. The formation and maintenance of TRM cells are influenced by numerous factors, including inflammation, antigen triggering, and tissue-specific cues. Emerging evidence suggests that these signals also contribute to heterogeneity within the TRM cell compartment. Here, we review the phenotypic and functional heterogeneity of CD8+ TRM cells at different tissue sites and the molecular determinants defining CD8+ TRM cell subsets. We further discuss the possibilities of targeting the unique cell surface molecules, cytokine and chemokine receptors, transcription factors, and metabolic features of TRM cells for therapeutic purposes. Their crucial role in immune protection and their location at the frontlines of the immune defense make TRM cells attractive therapeutic targets. A better understanding of the possibilities to selectively modulate TRM cell populations may thus improve vaccination and immunotherapeutic strategies employing these potent immune cells.",NA,NA,NA
33505867,1,"In Indonesia, many occupations and industries involve a variety of hazardous and toxic materials. The ILO estimates that about 21.1% of the tracheal, bronchial, and lung cancer deaths among men were attributable to workplace hazardous substances. This study investigated the relationship between occupations or workplace exposure and the risk of lung cancer in the country. The results will help determine how Indonesia can best mitigate the risk for its workers.",Background,NA,NA
33505867,2,This case-control study utilizes the Indonesian Standard of Industrial Classification (IndSIC) 2015 with the aim of exploring the risk of lung cancer among Indonesian workers.,Objectives,NA,NA
33505867,3,"The study included patients aged 35 years old or older receiving thoracic CT at the radiology department of Persahabatan Hospital. The cases were histological-confirmed primary lung cancers, while the controls were negative thoracic CT scan for lung cancer. The subjects' job titles and industries were classified according to IndSIC 2015 and blind to the patient's grouping as a case or control. Logistic regression was used to determine the odds ratios for lung cancer among all sections and some divisions or groups of IndSIC 2015.",Methods,NA,NA
33505867,4,"The mean age was 58.1 (±10.23) years for lung cancer patients and 54.5 (±10.23) years for controls. The majority of subjects (19.6%) worked in Section G (Wholesale and retail trade; repair of motor vehicles and motorcycle). After adjusting for age, gender, level of education, and smoking habit, the risk of lung cancer was nearly three-times higher (OR = 2.8, 95% CI = 1.11-7.02) in workers of Division A01 (crop, animal production, and hunting) and two-times higher (OR = 1.9, 95% CI = 1.05-3.46) in workers of Section F (construction) compared to the workers in other sections or divisions.",Findings,NA,NA
33505867,5,"The excess risk of lung cancer among certain categories of workers confirms the need for improved policy, monitoring, and control of occupational exposure for primary cancer prevention and workers' compensation purposes.",Conclusions,NA,NA
33565160,1,"The chemokine-like inflammatory cytokine macrophage migration inhibitory factor (MIF) is a pivotal driver of acute and chronic inflammatory conditions, cardiovascular disease, autoimmunity, and cancer. MIF modulates the early inflammatory response through various mechanisms, including regulation of neutrophil recruitment and fate, but the mechanisms and the role of the more recently described MIF homolog MIF-2 (D-dopachrome tautomerase; D-DT) are incompletely understood. Here, we show that both MIF and MIF-2/D-DT inhibit neutrophil apoptosis. This is not a direct effect, but involves the activation of mononuclear cells, which secrete CXCL8 and other prosurvival mediators to promote neutrophil survival. Individually, CXCL8 and MIF (or MIF-2) did not significantly inhibit neutrophil apoptosis, but in combination they elicited a synergistic response, promoting neutrophil survival even in the absence of mononuclear cells. The use of receptor-specific inhibitors provided evidence for a causal role of the noncognate MIF receptor CXCR2 expressed on both monocytes and neutrophils in MIF-mediated neutrophil survival. We suggest that the ability to inhibit neutrophil apoptosis contributes to the proinflammatory role ascribed to MIF, and propose that blocking the interaction between MIF and CXCR2 could be an important anti-inflammatory strategy in the early inflammatory response.",NA,NA,NA
33602971,1,"Individuals with chronic kidney disease are at an increased risk for cardiovascular disease. This risk may partially be explained by a chronic inflammatory state in these patients, reflected by increased arterial wall and cellular inflammation. Statin treatment decreases cardiovascular risk and arterial inflammation in non-CKD subjects. In patients with declining kidney function, cardiovascular benefit resulting from statin therapy is attenuated, possibly due to persisting inflammation. In the current study, we assessed the effect of statin treatment on arterial wall and cellular inflammation. Fourteen patients with chronic kidney disease stage 3 or 4, defined by an estimated Glomerular Filtration Rate between 15 and 60 mL/min/1.73 m2, without cardiovascular disease were included in a single center, open label study to assess the effect of atorvastatin 40 mg once daily for 12 weeks (NTR6896). At baseline and at 12 weeks of treatment, we assessed arterial wall inflammation by 18F-fluoro-deoxyglucose positron-emission tomography computed tomography (18F-FDG PET/CT) and the phenotype of circulating monocytes were assessed. Treatment with atorvastatin resulted in a 46% reduction in LDL-cholesterol, but this was not accompanied by an attenuation in arterial wall inflammation in the aorta or carotid arteries, nor with changes in chemokine receptor expression of circulating monocytes. Statin treatment does not abolish arterial wall or cellular inflammation in subjects with mild to moderate chronic kidney disease. These results imply that CKD-associated inflammatory activity is mediated by factors beyond LDL-cholesterol and specific anti-inflammatory interventions might be necessary to further dampen the inflammatory driven CV risk in these subjects.",NA,NTR,NTR6896
33616996,1,"Light delivery is an essential part of therapy forms like photodynamic therapy (PDT), laser-induced thermotherapy, and endovenous laser therapy. While there are approaches to the light application for all three therapies, there is no diffuser that can be used for all three approaches. This diffuser must meet the following criteria: Homogeneous radiation profile over a length of 40 mm, efficient light extraction in the diffuser area, mechanical breakage resistance as well as thermal stability when applying high power.",BACKGROUND AND OBJECTIVES,NA,NA
33616996,2,An ultrashort pulse laser was used to inscribe inhomogeneities into the core of a fused-silica fiber core while scanning the laser focus within a linear arrangement of cuboids centered around the fiber axis. The manufactured diffuser was optically and mechanically characterized and examined to determine the maximum power that can be applied in a tissue environment.,STUDY DESIGN/MATERIALS AND METHODS,NA,NA
33616996,3,"Based on the analysis of all examined diffusers, the manufactured diffuser exhibits an emission efficiency ε = (81.5 ± 5.9)%, an intensity variability of (19 ± 5)% between distal and proximal diffuser end, and a minimum bending radius Rb = (15.4 ± 1.5) mm. It was taken advantage of the fact that the outer areas of the fiber core do not undergo any structural changes due to the machining and therefore do not suffer a major loss of stability. Tissue experiments revealed that a maximal power of 15 W was deliverable from the diffuser without harming the diffuser itself.",RESULTS,NA,NA
33616996,4,It could be shown that a diffuser manufactured by ultrafast-laser processing can be used for low power applications as well as for high power applications. Further tests have to show whether the mechanical stability is still maintained after the application of high power in a tissue environment. Lasers Surg. Med. © 2020 Wiley Periodicals LLC.,CONCLUSIONS,NA,NA
33726846,1,"The gut microbiome impacts human health through various mechanisms and is involved in the development of a range of non-communicable diseases. Diet is a well-known factor influencing microbe-host interaction in health and disease. However, very few findings are based on large-scale analysis using population-based studies. Our aim was to investigate the cross-sectional relationship between habitual dietary intake and gut microbiota structure in the Cooperative Health Research in the Region of Augsburg (KORA) FF4 study.",BACKGROUND,NA,NA
33726846,2,"Fecal microbiota was analyzed using 16S rRNA gene amplicon sequencing. Latent Dirichlet allocation (LDA) was applied to samples from 1992 participants to identify 20 microbial subgroups within the study population. Each participant's gut microbiota was subsequently described by a unique composition of these 20 subgroups. Associations between habitual dietary intake, assessed via repeated 24-h food lists and a Food Frequency Questionnaire, and the 20 subgroups, as well as between prevalence of metabolic diseases/risk factors and the subgroups, were assessed with multivariate-adjusted Dirichlet regression models. After adjustment for multiple testing, eight of 20 microbial subgroups were significantly associated with habitual diet, while nine of 20 microbial subgroups were associated with the prevalence of one or more metabolic diseases/risk factors. Subgroups 5 (Faecalibacterium, Lachnospiracea incertae sedis, Gemmiger, Roseburia) and 14 (Coprococcus, Bacteroides, Faecalibacterium, Ruminococcus) were particularly strongly associated with diet. For example, participants with a high probability for subgroup 5 were characterized by a higher Alternate Healthy Eating Index and Mediterranean Diet Score and a higher intake of food items such as fruits, vegetables, legumes, and whole grains, while participants with prevalent type 2 diabetes mellitus were characterized by a lower probability for subgroup 5.",RESULTS,NA,NA
33726846,3,"The associations between habitual diet, metabolic diseases, and microbial subgroups identified in this analysis not only expand upon current knowledge of diet-microbiota-disease relationships, but also indicate the possibility of certain microbial groups to be modulated by dietary intervention, with the potential of impacting human health. Additionally, LDA appears to be a powerful tool for interpreting latent structures of the human gut microbiota. However, the subgroups and associations observed in this analysis need to be replicated in further studies. Video abstract.",CONCLUSIONS,NA,NA
33763438,1,"Background: Over the past decades, the preterm birth rate has increased, mostly due to a rise in late and moderate preterm (LMPT, 32-36 weeks gestation) births. LMPT birth affects 6-7% of all births in the United Kingdom and is associated with increased morbidity risk after birth in infancy as well as in adulthood. Early life nutrition has a critical role in determining infant growth and development, but there are limited data specifically addressing LMPT infants, which was the rationale for the design of the current study. Objective: The Feeding Late and Moderate Infants and Growth Outcomes (FLAMINGO) study aims to improve understanding of the longitudinal growth, nutritional needs, and body composition of LMPT infants as well as their microbiome development and neurodevelopment. In addition, having a nested non-inferiority trial enables evaluation of the nutritional adequacy of a concept IMF with large milk phospholipid-coated lipid droplets comprising dairy and vegetable lipids. The primary outcome of this RCT is daily weight gain until 3 months corrected age. Methods: A total of 250 healthy LMPT infants (32+0-36+6 weeks gestational age) with birth weight 1.25-3.0 kg will be recruited to the cohort, of which 140 infants are anticipated to be enrolled in the RCT. During six visits over the first 2 years of life, anthropometry, body composition (using dual energy X-Ray absorptiometry), feeding behavior, and developmental outcomes will be measured. Saliva and stool samples will be collected for oral and gut microbiota assessment. Discussion: The FLAMINGO study will improve understanding of the longitudinal growth, body composition development, and feeding characteristics of LMPT infants and gain insights into their microbiome and neurodevelopment. Study Registration: www.isrctn.com; Identifier ISRCTN15469594.",NA,ISRCTN,ISRCTN15469594
33765424,1,"Alzheimer's disease (AD) is associated with reduced temporo-parietal cerebral blood flow (CBF). However, a substantial variability in CBF across the clinical spectrum of AD has been reported, possibly due to differences in primary AD pathologies. Here, we assessed CBF (ASL-MRI), tau (AV1451-PET) and amyloid (AV45/FBB-PET) in 156 subjects across the AD continuum. Using mixed-effect regression analyses, we assessed the local associations between amyloid-PET, tau-PET and CBF in a hypothesis-driven way focusing on each pathology's predilection areas. The contribution of Apolipoprotein E (APOE) genotype, and MRI markers of small vessel disease (SVD) to alterations in CBF were assessed as well. Tau-PET was associated with lower CBF in the entorhinal cortex, independent of Aβ. Amyloid-PET was associated with lower CBF in temporo-parietal regions. No associations between MRI markers of SVD and CBF were observed. These results provide evidence that in addition to Aβ, pathologic tau is a major correlate of CBF in early Braak stages, independent of Aβ, APOE genotype and SVD markers.",NA,NA,NA
